author,text,like_count,reply_count,published_at
@Opikmini4wd,"Bandar tahu, retail beli di harga berapa aja. Makanya bisa maen banting harga. Singkat nya, mereka bisa lihat kita tapi kita ngga bisa lihat mereka.",0,0,2023-01-11T01:23:15Z
@just.me99,Aduh takut mau inves saham,0,0,2023-01-09T19:38:21Z
@weifen4251,The best pembahasan nya,0,0,2023-01-09T12:41:36Z
@kokopetualangan,"mind blow, Antara argumentasi dan persepsi tanpa validasi . tapi perlu di lanjut part 2 si",0,0,2023-01-09T12:38:53Z
@NouNauFamily,Setuju gwe “bandar itu owner perusahaan milik dia sendiri” yg sedang terjadi di emiten BYAN,1,0,2023-01-09T12:06:25Z
@janganansubuh,Gunanya OJK apa?,0,1,2023-01-08T10:34:38Z
@CRYPTOVERSE_Republic,"Saya bilang anda salah.... Kenapa...? 
Kita balik ke saham jaman dulu ..
Anda punya saham Telkomsel 1000 lembar... Seharga 100 per lembar...
Saya kasih uang ke anda saya bawa pulang 2 rim kertas saham itu kemudian saya simpan di rumah....
Jika setahun kemudian saya jual harga di 90 brati saya rugi... Apa urusan anda dengan sayA...ga ada bro ..

Karena saya beli setaun lalu...anda sudah pakai duit saya entah untuk apa...

Apakah yg beli saham saya di harga 90 menang dari saya...?
Ya tidak...
Saya menjual karena saya punya barang tidak perduli rugi impas atau untung.
Sama anda beli emas...apakah  ada Menag atau kalah...?
Tidak ada...

Kenapa nampak seperti JUDI atau zero sum game anda bilang secara halus nyam..

Karena perdagangan hari ini bergerak sangat cepat...
Karena melibatkan ratusan bahkan ribuan orang dalam satu waktu ..
Melibatkan uang milyaran sampai trilyunan.
Zero sum game ...
Seperti judi slot ...atau main kartu Remi 4 orang. Masang 10ribu jika saya menang maka saya ngantongi 300rebu duit orang. Sementara ke 3 teman saya pulang ga bawa apa apa...kartu Remi cuma aplikasii

Saya sangat tidak setuju SAMA SEKALI DENGAN ANDA...!.
karena ini perdagangan sama seperti beli burung merpati atau batu akik. Tidak ada menang kalah karena kita punya barangnya...
Barang itu akan berharga sama buat saya jika tidak saya jual.
Batu akik saya tetap nilainya 5 juta menurut saya karena itu menempel di jari saya...
Jika saya jual hari ini ke orang lain 5000 rupiah...itu adalah nilai  yg di dapat oleh pembeli nya...",0,0,2023-01-08T03:26:18Z
@montak1638,Lu bikin konten juga buat income ya kan,0,0,2023-01-07T17:30:29Z
@jarilalenk3627,Ini baru konten keren,0,0,2023-01-07T11:01:52Z
@ainufarhann,Bahas sisi gelap cry pto bang,0,0,2023-01-07T07:33:05Z
@steventan2533,Sukurinn manusia2 retail yang pengen cepet kaya dari saham. Padahal kalian hanya ditiou akibat keserakahan kalian sendiri. Liatt dan dengar penjelasan koh koh ini. Baru sadar kalian hanyaa pion pion yang jadi santapan emiten emiten yang punya kepentingan atas uang kalian. Wkwkkwkwkw.. teruslah bermimpi untuk kaya cepet dari saham atau spekulasi apapun di dunia ini.,0,0,2023-01-07T06:37:39Z
@channel-8382,"Ditunggu part 2 part 3 dst... Ko, kayak nya topik ini masih sedikit yg bahas diyutube..",0,0,2023-01-07T03:06:02Z
@de_santa69,kalo yg untuk2 kepentingan politik contoh nya kayak adaro mineral bukan bro?,0,0,2023-01-06T07:29:59Z
@zorgism,"Masih aman ko? 😅
Mksh infonya, kl ad ap2 live streaming aj biar dbantu netijen. Krn info yg dksh ni bermanfaat bgt utk investor retail tapi bikin bandar curang kegerahan karena ketahuan cara maennya 😁
Saran nih, jangan pernah main saham!
Tapi belilah perusahaan gede lewat saham!
Bandar cuman bisa untung dari capital gain, tapi pemilik usaha akan tetap untung selama beli saham perusahaan yang sangat sehat dan baik performanya di harga wajar sebab akan tetep cuan dari dividen yang dibagikan. 😊",0,0,2023-01-06T00:17:52Z
@androidyudha8287,Bolpen tuh tukang pompom,0,0,2023-01-05T22:53:54Z
@charlesmathew8637,Gile... keren *ikan kecil dihajar bandar (bneran ada konspirasi pom pom)🤣,0,0,2023-01-05T16:57:15Z
@hadimanto9673,Terima kasih ilmu yang sangat seru juga,0,0,2023-01-04T02:35:05Z
@ngichin3754,Bijaknya jgn main saham klo gk ada ilmunya,0,0,2023-01-03T01:17:13Z
@fathulbari2010,Oke 👍,0,0,2023-01-02T14:19:03Z
@alif.alexander,Semua pasti ada bandar saham.,0,0,2023-01-02T14:04:54Z
@rahasiayo9834,Full daging,0,0,2023-01-02T08:12:20Z
@asifsnugroho9171,08:30 benar sekali wkwk. joint lah group rekomendasi gorengan untuk menghindar saham yg di rekom,1,0,2023-01-01T05:01:44Z
@mofi1546,"Jadi ini saham dalam arti invest secara pribadi (ntah nama atau perusahaan) di datangi/mendatangi perusahaan lain  atau invest secara umum macam IPO ? kan ada tuh, perusahaan yang dia ngga mau IPO tapi punya banyak investor dalam usahanya.... cmiiw",0,0,2022-12-31T15:12:22Z
@rumahdunia635,"Good job untuk kita semua atas semua yang kita lakukan selama tahun 2022, mau itu tercapai ataupun tidak... 
Tepuk pundak lu men, lu nggak serapuh itu untuk menyerah. come on!",12,0,2022-12-31T02:17:41Z
@whatevermusic9649,"Klo qt trading pas profit it uang siapa, klo kalah uang qta kmana?",0,0,2022-12-31T00:42:36Z
@sandyhugo608,Wah. Suhu ini,0,0,2022-12-30T01:56:49Z
@sadamae2408,Sbnrnya udh kepikiran ini dri dulu.. Ya gimana...   Saham itu kyk rantai makanan.     Dan orng awam akan jd makanan pling bawah.,0,0,2022-12-28T16:54:07Z
@ciqp-3r-rde83_,"Belajar boleh, tapi bagi pemula ""JANGAN COBA-COBA TRADING""  jangan buang uang kalian dari hasil tebak""an atau ikut""an, apalagi dengan stategi trading technical analysis yang super konyol..",0,0,2022-12-28T11:38:02Z
@m6arff_975,aplikasi yang worth it buat main saham apa bang?,1,0,2022-12-27T15:39:16Z
@rizalbudiadi,Very well said koko bro.. what have to be said have been said.. Thanks..,0,0,2022-12-27T12:23:20Z
@semuapenuh,"Betul yg dikatakan di video ini. Contohnya harga sebuah saham bisa tiba2 naik dan memancing retail untuk masuk. Kemudian harga masih ditahan sideways dan pelan-pelan mulai turun selama sekitar sebulan sampai akhirnya keluar pengumuman akan Right Issue shg harganya semakin turun. Jadi bandar sudah tahu info Right Issue ini jauh sebelum diumumkan, dan disini bandar sudah distribusi pelan-pelan sambil TP selama sebulan lebih itu.
Contoh lain lagi, harga sebuah saham terus naik dan retail pun tertarik karena akan rilis laporan keuangan. Setelah laporan keuangan keluat dan net profit naik, yg terjadi malah harga sahamnya turun karena bandar terus menerus distribusi sambil TP, dan para analis sahampun bla bla bla bahwa harga sahamnya sudah price in dengan kenaikan net profit itu. Jadi disini bandar sudah tahu terlebih dahulu tahu info laporan keuangan emiten tsb sebelum dirilis, dan dia sengaja menaikkan harga sahamnya dengan target akan distribusi sambil TP saat laporan keuangan dirilis.
Yg terakhir adalah saham sebuah emiten perusahaan batubara besar yg diawali dengan huruf A mau membagikan deviden cukup besar tapi harga sahamnya malah turun. Perlu diteliti lebih dalam ada permainan apa dibalik penurunan harga ini.",36,2,2022-12-25T13:53:07Z
@1.07_jpN9-v8k,"Next part, mntep bgt ilmunya koh",0,0,2022-12-25T07:47:46Z
@dennisphoenix8590,"Orang-orang yg selama ini bilang maen saham itu cuma sekedar ""jual beli barang"" bakal bengong2x liat video lu bro... wkwkwkw",1,0,2022-12-25T05:59:05Z
@oneszzzz,"Trading dimulai dari pemilihan sekuritas. Lalu jangan pilih saham yg market cap nya kecil. Sebab kalo kecil, bandar tahu begitu anda masuk, saham anda akan langsung dibanting. Nunggu anda takut trus CL, baru dinaikkan lagi. Sekuritas tahu saham apa yg kita beli. Jika kita retail, maka bandar yg ada di sekuritas tsb bisa mempermainkan kita. Pas kita haka beli lot banyak, saham akan turun. Pas dijual saham terbang. Hanya beli 1 atau 2 lot aja yg aman. Dan bandar tahu kita masih simpan brp lot. Maka sebelum trading, pahami dulu bahaya permainan bandar.",14,1,2022-12-25T03:29:34Z
@rizaliponk772,"Nah... Ini..... KUPASSSSSS, ""ijin ma ownernya"" Jozzzzz💪💪💪",0,0,2022-12-25T03:01:09Z
@cheobe,"Sebelum video ini ada gw sudah tau buruk dan busuknya pasar modal dalam perjalanan spiritual gw di pasar modal dalam waktu 1 tahun 70% pengalaman yang mengerikan bangsat memang wkwkwkwkwkw tpi experience is a lesson

Edit: Kita tidak bisa menang melawan kita hanya bisa ikut menang dengan bandar",0,0,2022-12-24T14:49:45Z
@ndobosloe8361,"Lugas banget ini, Zero sum game : 1000% benar. Insider trading? penegak hukum blm kepikiran 😀.",2,0,2022-12-24T14:05:34Z
@yokistefanus2028,"Kalo saya tetap ikut aliran SAHAM IS THE BEST CHOICE... Beli di harga bawah, simpen lama... Harga balik ke harga wajar, Jual...",0,0,2022-12-24T13:43:13Z
@indravdz,"tiap hari dah latihan ping pong..., tapi ternyata lawannya atlet...",0,0,2022-12-24T08:50:14Z
@marioivanoabigail3365,Investasi dunia 99% tak aman. Investasi tak menjamin kaya atau tak menjamin aman. Investasi = khayalan/dongeng.,0,0,2022-12-23T19:02:34Z
@hamdianto3576,Chanel yg bikin gua lebih banyak belajar.,0,0,2022-12-23T01:58:43Z
@dioabdala,"Kalo liat video ini orang yg tadinya mau mulai main saham jadi gak main saham wkwkwk, mending dagang cimol ajah.",0,0,2022-12-22T18:58:35Z
@rayhansayyidal-ayyubi6853,"Pak LKH duitnya triliunan, sekali nyerok saham 5% ownership, apakah bisa disebut bandar??",0,1,2022-12-21T09:18:03Z
@cockcroachofthesea,Cara terbaik menghindari kerugian di saham adalah jangan main saham. Karena sudah tau ada sisi gelapnya ya jangan coba² masuk. Belajar mencukupkan diri aja. Gw termasuk orang yg nyesel main saham. Meskipun lossnya gak banyak bgt.,0,5,2022-12-19T10:28:08Z
@greatndit,"Analisa teknikal dipakai bandar buat menjebak retail...nice🤣👍
Pertunjukan analisa teknikal biasanya cuma untuk mengkonfirmasi pergerakan harga yg sudah terjadi .
Bukan meramalkan yg akan terjadi",1,2,2022-12-19T00:58:56Z
@mrasyied1513,"Okey Brooo,,,Skill Bisnis 👌😎",0,0,2022-12-18T12:21:12Z
@rendyazha4315,"Intinya mending Saham daripada Crypto, lu udah bener di saham jangan terjun crypto permainan valuasi",0,0,2022-12-17T13:19:59Z
@leowahyudi9445,Keren koh.. saya tunggu part slanjutnya.. brbagi ilmu utk kami.,1,0,2022-12-16T10:12:44Z
@diari8606,Mengumpulkan pengetahuan tentang saham dari chanel  ini dan dari beberapa chanel lain(saham dari nol dll)...di catat di planing dan tindak lanjuti.,0,0,2022-12-15T14:16:32Z
@MuhammadSantoso-ho8kz,"ikuti permainan,dan jangan tamak",0,0,2022-12-15T14:05:46Z
@solobintaro7227,Yang paling lucu adalah di saham yg kinerja nya bagus selalu untung perusahaan. Bagi dividen juga. Tapi harga sahamnya turun terus selama bertahun2. Padahal produknya nyata dipake masyarakat luas. Alasan PER udah ketinggian lah dll. Nggak make sense. Jelas ada yang salah sama case semacam ini.,1,0,2022-12-15T04:56:38Z
@z.rayyan9680,"Dlu gw dengan mudah saranin temen untuk inves saham, tapi makin kesini gw makin paham wktu kita masuk ke bursa, kita itu sebenernya masuk ke area yang didalamnya penuh jebakan, jadi hampir mustahil kita untung, klopun untung kemungkinannya untung tipis bgt dibawah 10%, mereka yg siapin semua jebakan ini, bukan org yg bru 1-5th di bursa, mereka udh puluhan tahun dan BERKELOMPOK.  intinya begitu lu masuk bursa saham, ditahun 1-3 kemungkinannya 90% lu bakal nyumbangin uang lu ke bandar, dan cuma 10% org beruntung selamet dan untung. sejak tau ini gw ga pernah nyaranin temen lagi untuk invest saham, krna brp byk yg bisa bertahan setelah 3th rugi terus. gw sendiri masih bertahan krna gw beruntung melalui masa covid (wktu itu semua saham naik) dan bisa cuan lumayan utk bisa trading ke depannya..",17,3,2022-12-15T03:11:36Z
@eswinnasution181,ditunggu part 2 nya ko,0,0,2022-12-14T13:12:47Z
@pencintanolep3656,"Setalah nonton video ini semangat sy untuk mencoba saham menurun drastis njir,aduhh,tpi klo dlm jngka panjang ini berlaku jg nggk sih?",0,0,2022-12-13T22:26:17Z
@fredimusika878,"mantab ko,, ilmu bandar saya juga dapatkan dari Pak Vier Jamal, dan intinya juga sama dg yg dijelaskan ko Timothy",0,0,2022-12-13T15:29:56Z
@kholif_bihaque,"LKH: Kalau anda investing, anda akan kaya. Kalau anda trading, sekuritas anda yang akan kaya.
bukan LKH: kalau anda trading, anda bisa kaya. Kalau anda investing, anda sudah kaya.",0,0,2022-12-12T07:19:59Z
@zul_TV,Koh bahas forex dong 🙏🏻🙏🏻🙏🏻,0,0,2022-12-11T18:10:11Z
@metagabudtz,Sama kayak di crypto .. bandar terbesar di crypto yaitu binance si CZ,0,0,2022-12-11T05:51:56Z
@JL.Selatan,Kok kyk market BTC ya...naik turun....,0,0,2022-12-11T05:18:09Z
@Gamechangeer2,"Ketika ada bandar dilihat dari bid offer engga bisa dilawan, ikuti saja cari mainya",0,0,2022-12-11T04:45:56Z
@SamsulArifin-we3wf,Jadi tau ... Knapa setahun ini rugi terus... Konten yg menarik,0,0,2022-12-11T01:04:42Z
@taufiqwahid8031,daging parahhh🔥🔥🔥,0,0,2022-12-10T13:32:16Z
@winkartiko574,makasih nambah ilmu lagi.. keren bett konten nya,0,0,2022-12-10T11:03:52Z
@deviprayoga8455,Kren bangt bang  ✔,0,0,2022-12-10T06:10:17Z
@gpwahyunanda,Gw doakan lu tetep aman yaa ko :(. Langka banget ilmu ginian,1,0,2022-12-10T04:45:04Z
@usepmaulanaakhsan604,Bandarmology,0,0,2022-12-09T13:13:27Z
@hilkialala_,Awas ilang bro tim🤣,0,0,2022-12-09T09:55:28Z
@mataelang1633,Makasih Koo informasinya sehat trus dan ttp memberikan pembelajaran yang baik utuh padat untuk semua orang yang ingin terjun di dunia saham! #MasukAKAL 🚀,1,0,2022-12-09T08:58:13Z
@aldirenaldi6951,Salut gue bang,0,0,2022-12-09T07:28:01Z
@sribukonten,tentang sisi gelap dunia trading semua instrumen trading juga punya kondisi kondisi berbahaya untuk entri karena bisa membawa loss yang merugikan,0,0,2022-12-08T19:08:14Z
@Mr.ziienru,Bocah text book baru sadar😂,0,0,2022-12-08T16:30:33Z
@dhavidhoghan7581,Penyembah vvip suruh nonton ini,0,0,2022-12-08T15:19:36Z
@rarajoro327,Ingat bro momen scalping itu ada ketika bandar JUALAN inilah yang gak dipahami banyak retail,0,0,2022-12-08T06:28:20Z
@jamaljuhu,"Nggak minta izin emiten langsung diguyur bener banget. Wkwk...
Insider trading juga enak meskipun cuman dapet info dari tim milik bandarnya.",0,0,2022-12-08T02:21:45Z
@arifsetyawan5302,lanjut video BTC futures donngg bro,0,0,2022-12-08T02:01:26Z
@fauzan.developer,"Simplenya, saham merugikan retail. Memperkaya Bandar & Sekuritas & Komplotannya. Paling bener reksadana, emas, properti untuk investasi keduniawian",10,3,2022-12-08T01:01:32Z
@menanam6356,"Hahah ritel jadi tau dah... 
Bang masih ada yang kurang dikit lagi pembahasan ya.... Di owner tadi😅",0,0,2022-12-08T00:07:14Z
@boedipanggul,🤣,0,0,2022-12-07T18:40:18Z
@ilhampratama4156,"Sumpah konten lu keren parah bro, semoga ada part 2 biar kita semua semakin terbuka & tau sisi gelap saham itu sendiri. Ge baru tau ternyata kek gitu cara kerja bandar saham. Keep it up bro",40,1,2022-12-07T15:47:02Z
@gmcstimulasiotak8593,Bagus banget,0,0,2022-12-07T11:58:15Z
@Cibayayaya,salah satu alasan pindah dulu dari saham ke reksadana wkwk,0,0,2022-12-07T08:56:04Z
@aryafauzia4699,"Tukang pom pom tinggal bilang ""bukan ajakan untuk membeli"" 😂",0,0,2022-12-07T08:32:13Z
@earthboy8258,"Bandar itu jpmorgan, succor atau reksadana serta pemilik modal besar",0,0,2022-12-07T08:18:33Z
@MakerlabIndonesia,"dari sini saya mendapat insight baru sebagai pemain ritel., mari kita pelajari cara main dan lihat gimana mainnya bandar ..  mantab ini koh klo bikin para retail bersatu dan bikin puyeng bandar :D atau plot twisnya jangan jangan kamu koh bandar yang sedang menggiring permainan ping pong para ritel wkwkwkkw..",0,0,2022-12-07T05:38:52Z
@hervynajah8871,"Video ini full isi daging ,dan memang benar adanya seperti itu di indonesia gw sendiri yang sudah terjun langsung selama 4 tahun di dunia saham indonesia dan udah banyak baca buku pun setuju dan menyadari hal yang sama ,hati2 bro ini konten sensitif ,semoga lu di lindungi kawan ,karna dengan adanya video ini dan kalau banyak yang nonton dan banyk orang yang sadar maka akan ada perubahan pola pergerakan bandar",126,1,2022-12-07T05:34:32Z
@baszzchanel6441,"ini konten terseru soal saham yg pernah gua denger, mantap gan auto subscribe",0,0,2022-12-07T05:05:42Z
@faridaida5638,"Market adalah alat transfer dari orang yang gak sabar ke orang yang sabar. Profit yg dihasilkan berasal dari loss orang lain. Smart money punya masalah liquiditas. Cara menyelesaikan itu adalah dengan mengumpulkan retail untuk buy / sell di suatu area. Order buy jika exit profit akan menjadi sell limit , order buy jika exit loss akan menjadi sell stop. Order sell ketika exit profit akan jadi buy limit , order sell ketika loss akan jadi buy stop. Jadi smart money akan melakukan order Buy maka akan mencari order sell stop dimana berada di bawah harga retail beli.",4,1,2022-12-07T04:04:00Z
@oo9297,Thanks koh ilmunya 👍👍,0,0,2022-12-06T18:15:18Z
@rhenze9022,ini yang gua tahu dari forex itu smart money concept,0,0,2022-12-06T17:20:59Z
@nekowawolf-eth,"geto owner nya lagi sell sahamnya kah, kok dump 60% anjit",0,0,2022-12-06T15:48:16Z
@krisnadwipayana9003,Kalau bandar di US bagaimana koh?,0,0,2022-12-06T14:47:02Z
@_newbie_8223,Ilmu mahal,0,0,2022-12-06T14:32:29Z
@_newbie_8223,Gua stop saham krn kode broker ditutup pas realtime,0,0,2022-12-06T14:28:46Z
@infoloker7769,"bursa bukan tempat bagi2 duit, dibursa tempat adu strategi dan adu sabar",0,0,2022-12-06T14:26:52Z
@wijenpontus,Tenane mas bro???,0,0,2022-12-06T13:37:08Z
@Sayedmuhammadiqball,SALUT TIM BRANI BIKIN VIDEO INI WKWKWKKW,1,0,2022-12-06T13:11:08Z
@yanto1768,real bandar = emitten itu sendiri,0,0,2022-12-06T06:27:53Z
@dayunila6262,"membuka pikiran, ditunggu video selanjutnya",0,0,2022-12-06T06:02:50Z
@SzetoConsultants,"Konten yang sangat seru, ditunggu next konten serupa 👏 Untuk sobat lainnya yang bisnisnya ada kendala pada sistem laporan keuangannya, atau ingin nih keuangannya lebih rapi dan tertata, ayo langsung cek profil kami yaa! Banyak info super menarik FREE seputar tutorial accurate bahkan konsultasi dengan professional consultants loh 😉",0,0,2022-12-06T05:02:48Z
@onybudum4465,"dari 1-2 komen yg gw baca dsini, ada yg ""takut"" investasi karena ada bandar
sbenarnya kalau investor, ngapain takut bandar? investor kan jangka panjang, taruhlah 5 tahun
bandar justru incer trader2 , yg pegang saham-nya tidak lama-lama, istilah-nya beli pagi jual sore
bandar malah incer orang yg iman-nya gampang goyang agar bisa diplorotin",4,1,2022-12-06T04:13:29Z
@proboiriawan2204,"telur aja ada bandarnya, apalagi zero sum game

6:25 bisa pom2 BRI apalagi sudah ada dikontrak sama bandar, dan bandar bri itu asing. contohnya ga jauh2 saham buka yang market capnya jumbo saat itu influencer yang pom2 suruh beli bukalapak, bilang valuasi super murah prospek dll. pas anjlok kabur semua

kenalan saya ada influencer ditawarin buat promosiin buka oleh oknum dari utusan yang berkepentingan di bukalapak untuk ajak followernya beli, untungnya dia tolak tawaran tsb

pom2 ga harus punya sahamnya kok",0,0,2022-12-06T03:31:19Z
@freija6217,Shsss..!! Keep silent...,0,0,2022-12-06T01:44:47Z
@raid1871,Wah dibuka kartu soal Market Maker wkwkwk,0,0,2022-12-05T18:29:29Z
@TheWilly5514,Mirip kripto.,0,0,2022-12-05T16:50:06Z
@Kirkstories,Very love ur content,0,0,2022-12-05T16:09:21Z
@indrasenohartonohartono5926,Thank you teacher.. ilmu nya daging banget ini. Langsung save Vidio ini,0,0,2022-12-05T15:14:08Z
@saniagus1,njir ini ilmu yang penting,0,0,2022-12-05T14:30:37Z
@hery8981,"gw setuju 100% , invest saham di indo itu krg worth it menurut gw soalnya seperti lu blg td ga adil dan gw uda ngalami secara lgsg. Mungkin untuk teknik fundamental, bandarmologi, grafik dll you name it lah itu porsinya disuatu emiten tertentu krg lbh cuma 5% sisa 95% kepentingan emiten itu apa. The point is know your enemy first before you against ""them"".",2,0,2022-12-05T13:10:09Z
@FaisalS854,"Semenjak liat video ini dan pas kebeneran ada drama Korea Reborn Rich, Gua paham yang bisa Investor retail lakuin sekarang adalah hold sampai dan diemin aja sampe bandar gerakin. Yang penting kita beli saham di harga yg masuk akal",25,5,2022-12-05T12:55:34Z
@PlayingandHavePun,"Kalo liat gainers HCS Mirae, Banyak edukator teknikal yang bermain di saham yang tidak memenuhi kaidah teknikal 🤣",0,0,2022-12-05T11:25:01Z
@archthiel,thanks!,0,0,2022-12-05T11:17:13Z
@masmoki,"Gw udh setahun lbh ajarin ke org2, bahwa yg ngikutin bandarmologi pake kode broker itu kebodohan Hakiki. Lbh baik amati saham2 sideways/downtrend. Liat pergerakan volume nya. Lbh valid mendeteksi akumulasi, drpd dikibulin bandar yg pake broker 10 biji.",0,0,2022-12-05T10:46:43Z
@benih.pemikiran1,bang please tolong jawab jadi saham itu judi ya karna kan ada yang untung sama rugi,0,0,2022-12-05T09:16:11Z
@dedodewantara4857,Hati2 bang bongkar beginian 😂,0,0,2022-12-05T08:49:38Z
@gunawan830,Mana mungkin lu bisa menang lawan bandar,0,0,2022-12-05T07:30:49Z
@keinofielim1249,"ini penting sih, sisi gelap saham bandar dll, karena jarang di bahas tapi penting bangett",2,0,2022-12-05T07:12:56Z
@figohandy8339,kacau,0,0,2022-12-05T06:53:22Z
@danielsetiawan3415,Thanks bro buat insightnya....yah kita ikan remora yang menikmati remahan2 dari ikan Hiu bandar. jadi pilihlah ikan yang kasih remah-remahan nya banyak. sukses selalu yah.,0,0,2022-12-05T04:52:36Z
@zahnak66,"Hahaha....., mantap banget gaskan",0,0,2022-12-05T03:51:05Z
@tanharefa6725,Part 2 ?,0,0,2022-12-05T03:47:26Z
@bluepips,Jangan  di klik 👉👉👉 https://youtube.com/@BangZF,0,0,2022-12-05T03:38:07Z
@JanurRenggana,sangat betul sekali ini,0,0,2022-12-05T02:39:42Z
@coldwater9053,Wah gimana tuh caranya main pimpong sama kaca bisa menang😅🤭✌🏼,0,0,2022-12-05T02:19:02Z
@rankakuikinasen6844,ilmunya berguna sekali kaka,1,0,2022-12-04T22:15:30Z
@solobintaro7227,"btw boleh dijawab di video berikutnya ya Tim, apakah di crypto juga bisa dibilang 'zero zum game?"" Bedanya apa dong sama yang terjadi di dunia saham?",3,2,2022-12-04T22:11:30Z
@solobintaro7227,Ini konten terbaik soal dunia saham. Sisi gelap ini nyata adanya. Terutama di Indonesia. Sangat jauh dari efisien. Gue sudah tinggalkan dunia saham dan mulai beralih ke crypto pelan2 sambil belajar dulu. Thx brader utk konten yang ini. Jangan kapok bikin konten yang benar dan apa adanya.,43,11,2022-12-04T22:04:25Z
@singkongmuda6669,"Ya lu mah udah kaya dari orok maseh wkwkw
Pemceramah handal duit sendiri wkw
Duit bapak lu kali 🤣🤣",0,0,2022-12-04T20:11:12Z
@daily_insightful,There is a man behind the number,0,0,2022-12-04T18:16:02Z
@exelje1641,"keren, berani u bang mantap jiwa",0,0,2022-12-04T16:04:18Z
@verza0_0,3:14 waduuuh nekad sekali ini dipublikasi  👀,2,0,2022-12-04T15:23:22Z
@susenoapriadi,kalo DCA di BBRI aman gak koh??,0,0,2022-12-04T15:21:03Z
@bagusmuhammad2565,Bang lu kuliah jurusan apa ?,0,0,2022-12-04T15:01:53Z
@gmaepyal2863,"Aku sih setuju dengan bro Timo kalau mau liat opportunity di pasar saham dalam jangka pendek kita harus punya informasi org dalam , sampai skarang aku cuman make dua hal buat invest di saham yaitu jangka panjang atau berdasarkan informasi. Gw kenal beberapa trader trkenal indonesia mereka bs dapat huge money itu berdasarkan informasi bahkan kalau kalian lacak histori pekerjaan orang-orang ini sebelum menjadi trader sebagian dari mereka adalah pegawai sekuritas atau broker dimana mreka di sana sudah membangun banyak koneksi dan pertemanan. Insider trading mungkin sebuah kecurangan tapi ini bs jd big opportunity dipasar saham jd jgn capek buat bangun koneksi dan pertemanan di dunia saham suatu hari nanti mungkin aja kita bs collect informasi yg berharga.",47,7,2022-12-04T14:33:32Z
@pikon901,"mulai 2015, ketolong pandemi di 2020 wakkwa",0,0,2022-12-04T14:17:11Z
@riyandra6201,"setelah lumayan lama masuk pasar saham, memang benar saham itu pasti ada bandarnya, dan kita diberi ilmu teknikal dan funda oleh orang terdahulu cara untuk in dan out saat membeli saham, dan sampai sekarang masih sangat banyak yang melalaikan itu, belinya ngawur, dah tau naik tinggi / hari pertama arb masih saja di beli dan berharap naik😅, jadi tinggal atur plan S dsn R bodo amat mau itu saham bagus atau jelek, kalau dah patah ya out, kalo masih naik ya hold dulu tunggu ada tanda patern bearish baru out.",0,0,2022-12-04T14:05:14Z
@kanna_mc,"dan 1 lagi, bandar saham bisa beli berita. bandar bisa bikin goodnews untuk jualan barangnya.",0,0,2022-12-04T13:51:00Z
@dwikiaditia4896,"Jadi kesimpulannya dari koko ini itu pilihan terbaik buat beli saham itu berdasarkan fundamental, karna kalau trading tentu kalian bakal dimainin sama bandar, dan kalaupun berdasarkan fundamental itu hrus berhati2 karna org indonesia juga tingkat rasionalnya dlm membeli saham dibawah rata🤣",0,0,2022-12-04T13:42:31Z
@elninomegatorres9426,"Apakah Ini hanya berlaku untuk saham yg presiden direkturnya tdk berkompenten dan integritas,,?? Cb sprti Bbca yg mempunyai visi yg jelas sering bagi dividen Laba meningkat??",0,0,2022-12-04T13:32:44Z
@notesmusicproduction9655,Ini fikiran yg mengganggu gua beberapa bulan ini.,0,0,2022-12-04T13:31:28Z
@agungprasetyo700,"Mantap bro, satu yg gue tangkap dari Vidio ini, ""SAHAM BUKAN UNTUK SEMUA ORANG"" 😁😁",0,0,2022-12-04T13:28:44Z
@512mlutfi,Trimakasih Koh sdh berbagi ilmu. ❤❤,2,0,2022-12-04T13:17:05Z
@AndreyKrnwn,"Beginilah anak muda, berani berbicara. Asal benar dan membantu banyak orang yang kurang paham",36,4,2022-12-04T12:17:56Z
@sobrisobri4530,"Di menit 11.15 ada pernyataan kita harus minta izin saat ingin membeli saham ke owner,  maksudnya apa ya ?? kenapa kalau tidak minta izin bisa di guyur ?? Thanks",1,3,2022-12-04T12:06:48Z
@smartestproduct5075,"Dulu om ronald adalah fundamental garis keras , apa artinya sekarang udah ga lagi garis keras? Atau garis lunak maksudnya?",0,0,2022-12-04T11:38:24Z
@dimasprayudiarsa2594,Gas koh... buat part 2 nya . Mantap 👍,0,0,2022-12-04T11:37:34Z
@roywimar,"Unsymetric information. Gordon Gekko, Michael Douglass in Wall Street movie,"" no, no, no, no you don't understand. I wanna be surprised. Astonish me, pal. NEW INFO. I don't care where or how you get it, just get it"".",0,0,2022-12-04T11:29:13Z
@randyliman863,"berawal dari pabrik perusahaan cangkang. menjual mimpi.. menjual  proyeksi bisnis.. belajar dari teori rasional, sehingga menjanjikan sebuah peluang. high risk - high return. yg kuat modal yg menang.",12,0,2022-12-04T11:27:58Z
@gusdwik2950,"Yg kena pompom biasanya trader pemula yg di kepalanya fokus profit bukan risk yg di atur 🤭🤭
Dunia trading itu keras cuy
Terima kasih atas video nya 🙏",1,0,2022-12-04T11:12:00Z
@wahyudargono501,Seru banget..makasih koh,0,0,2022-12-04T11:03:27Z
@athyndrosa2260,"Paling bener emang nabung BBRI da BBCA
Yg terbaru lagi digoreng ada kepentingan contohnya SINI dan MINA",1,0,2022-12-04T10:41:50Z
