text,clean_text,sentiment_label
Shsss..!! Keep silent...,shs keep silent,Negative
Wah dibuka kartu soal Market Maker wkwkwk,wah dibuka kartu soal market maker wkwkwk,Neutral
Mirip kripto.,mirip kripto,Positive
Very love ur content,very love ur content,Negative
Thank you teacher.. ilmu nya daging banget ini. Langsung save Vidio ini,thank you teacher ilmu nya daging banget ini langsung save vidio ini,Positive
njir ini ilmu yang penting,njir ini ilmu yang penting,Negative
"gw setuju 100% , invest saham di indo itu krg worth it menurut gw soalnya seperti lu blg td ga adil dan gw uda ngalami secara lgsg. Mungkin untuk teknik fundamental, bandarmologi, grafik dll you name it lah itu porsinya disuatu emiten tertentu krg lbh cuma 5% sisa 95% kepentingan emiten itu apa. The point is know your enemy first before you against ""them"".",gw setuju 100 invest saham di indo itu krg worth it menurut gw soalnya seperti lu blg td ga adil dan gw uda ngalami secara lgsg mungkin untuk teknik fundamental bandarmologi grafik dll you name it lah itu porsinya disuatu emiten tertentu krg lbh cuma 5 sisa 95 kepentingan emiten itu apa the point is know your enemy first before you against them,Negative
"Semenjak liat video ini dan pas kebeneran ada drama Korea Reborn Rich, Gua paham yang bisa Investor retail lakuin sekarang adalah hold sampai dan diemin aja sampe bandar gerakin. Yang penting kita beli saham di harga yg masuk akal",semenjak liat video ini dan pas kebeneran ada drama korea reborn rich gua paham yang bisa investor retail lakuin sekarang adalah hold sampai dan diemin aja sampe bandar gerakin yang penting kita beli saham di harga yg masuk akal,Positive
Cara tahu saham tsb dengan harga masuk akal?,cara tahu saham tsb dengan harga masuk akal,Positive
"@rzydana7487 beli ketika PER dibawah 10 maksimal 15, beli cicil saham berfundamental bagus dan berdividen, main aman beli aja big four banks....",beli ketika per dibawah 10 maksimal 15 beli cicil saham berfundamental bagus dan berdividen main aman beli aja big four banks,Positive
"@rzydana7487 cek PBV nya bang,",cek pbv nya bang,Neutral
intinya pake uang dingin ygy😁,intinya pake uang dingin ygy,Neutral
"Bener kata pak vier, beli, simpan, jual. Selama fundamentalnya bagus bandar pasti akan menggoreng saham tsb lagi",bener kata pak vier beli simpan jual selama fundamentalnya bagus bandar pasti akan menggoreng saham tsb lagi,Positive
"Kalo liat gainers HCS Mirae, Banyak edukator teknikal yang bermain di saham yang tidak memenuhi kaidah teknikal 🤣",kalo liat gainers hcs mirae banyak edukator teknikal yang bermain di saham yang tidak memenuhi kaidah teknikal,Negative
thanks!,thanks,Positive
"Gw udh setahun lbh ajarin ke org2, bahwa yg ngikutin bandarmologi pake kode broker itu kebodohan Hakiki. Lbh baik amati saham2 sideways/downtrend. Liat pergerakan volume nya. Lbh valid mendeteksi akumulasi, drpd dikibulin bandar yg pake broker 10 biji.",gw udh setahun lbh ajarin ke org2 bahwa yg ngikutin bandarmologi pake kode broker itu kebodohan hakiki lbh baik amati saham2 sideways downtrend liat pergerakan volume nya lbh valid mendeteksi akumulasi drpd dikibulin bandar yg pake broker 10 biji,Negative
bang please tolong jawab jadi saham itu judi ya karna kan ada yang untung sama rugi,bang please tolong jawab jadi saham itu judi ya karna kan ada yang untung sama rugi,Negative
Hati2 bang bongkar beginian 😂,hati2 bang bongkar beginian,Negative
Mana mungkin lu bisa menang lawan bandar,mana mungkin lu bisa menang lawan bandar,Neutral
"ini penting sih, sisi gelap saham bandar dll, karena jarang di bahas tapi penting bangett",ini penting sih sisi gelap saham bandar dll karena jarang di bahas tapi penting bangett,Negative
kacau,kacau,Negative
Thanks bro buat insightnya....yah kita ikan remora yang menikmati remahan2 dari ikan Hiu bandar. jadi pilihlah ikan yang kasih remah-remahan nya banyak. sukses selalu yah.,thanks bro buat insightnya yah kita ikan remora yang menikmati remahan2 dari ikan hiu bandar jadi pilihlah ikan yang kasih remah remahan nya banyak sukses selalu yah,Positive
"Hahaha....., mantap banget gaskan",hahaha mantap banget gaskan,Positive
Part 2 ?,part 2,Positive
Jangan  di klik 👉👉👉 https://youtube.com/@BangZF,jangan di klik,Neutral
sangat betul sekali ini,sangat betul sekali ini,Positive
Wah gimana tuh caranya main pimpong sama kaca bisa menang😅🤭✌🏼,wah gimana tuh caranya main pimpong sama kaca bisa menang,Negative
ilmunya berguna sekali kaka,ilmunya berguna sekali kaka,Positive
"btw boleh dijawab di video berikutnya ya Tim, apakah di crypto juga bisa dibilang 'zero zum game?"" Bedanya apa dong sama yang terjadi di dunia saham?",btw boleh dijawab di video berikutnya ya tim apakah di crypto juga bisa dibilang zero zum game bedanya apa dong sama yang terjadi di dunia saham,Negative
"sama, cuma bedanya saham ga 100% zero sum game karena ada tambahan deviden. semua yang mengincar kapital gain itu zero sum game, bedanya sama properti itu, properti bisa dipakai sebagai tempat tinggal ataupun tempat kerja",sama cuma bedanya saham ga 100 zero sum game karena ada tambahan deviden semua yang mengincar kapital gain itu zero sum game bedanya sama properti itu properti bisa dipakai sebagai tempat tinggal ataupun tempat kerja,Positive
@proboiriawan2204 maksut zero zum ap bng,maksut zero zum ap bng,Negative
Ini konten terbaik soal dunia saham. Sisi gelap ini nyata adanya. Terutama di Indonesia. Sangat jauh dari efisien. Gue sudah tinggalkan dunia saham dan mulai beralih ke crypto pelan2 sambil belajar dulu. Thx brader utk konten yang ini. Jangan kapok bikin konten yang benar dan apa adanya.,ini konten terbaik soal dunia saham sisi gelap ini nyata adanya terutama di indonesia sangat jauh dari efisien gue sudah tinggalkan dunia saham dan mulai beralih ke crypto pelan2 sambil belajar dulu thx brader utk konten yang ini jangan kapok bikin konten yang benar dan apa adanya,Positive
"Whaat pindah dari saham ke crypto, itu mah lebih parah bro😂",whaat pindah dari saham ke crypto itu mah lebih parah bro,Negative
"@indramardhikaputra1460 menurutku saham lebih parah sih permainannya. Kekuasaan bandar dan market maker terlalu dominan. Di crypto selama kita riset dengan lengkap dan masuk ke coin2 yang jelas dan punya fundamental dan project yang progressnya bagus, hasilnya akan lebih baik. Bandarnya crypto alias whale memang tetep ada. Tapi nggak separah di saham karena sifatnya desentralisasi.",menurutku saham lebih parah sih permainannya kekuasaan bandar dan market maker terlalu dominan di crypto selama kita riset dengan lengkap dan masuk ke coin2 yang jelas dan punya fundamental dan project yang progressnya bagus hasilnya akan lebih baik bandarnya crypto alias whale memang tetep ada tapi nggak separah di saham karena sifatnya desentralisasi,Positive
@solobintaro7227 nah .bner .bro . Gue Juga di saham n crypto sih .mnrutku Juga gtu wkkw,nah bner bro gue juga di saham n crypto sih mnrutku juga gtu wkkw,Negative
"@solobintaro7227 banyak yg beranggapan future crypto atau leverage forex sangat berbahaya, pdahal kita bisa cuan asal atur nafas dan menerapkan stoploss lebih kecil dr TP. stoploss itu idealnya kehilangan uang maksimal 1% dr total modal sehingga bisa nafas 100x trading",banyak yg beranggapan future crypto atau leverage forex sangat berbahaya pdahal kita bisa cuan asal atur nafas dan menerapkan stoploss lebih kecil dr tp stoploss itu idealnya kehilangan uang maksimal 1 dr total modal sehingga bisa nafas 100x trading,Negative
@sigarung so far memutuskan nggak mau masuk ke futures nih. Lebih nyaman di pasar spot aja. Hehe.. Masing2 punya toleransi risk yang berbeda2.,so far memutuskan nggak mau masuk ke futures nih lebih nyaman di pasar spot aja hehe masing2 punya toleransi risk yang berbeda2,Positive
Ya lu mah udah kaya dari orok maseh wkwkw Pemceramah handal duit sendiri wkw Duit bapak lu kali 🤣🤣,ya lu mah udah kaya dari orok maseh wkwkw pemceramah handal duit sendiri wkw duit bapak lu kali,Negative
There is a man behind the number,there is a man behind the number,Negative
"keren, berani u bang mantap jiwa",keren berani u bang mantap jiwa,Positive
3:14 waduuuh nekad sekali ini dipublikasi  👀,3 14 waduh nekad sekali ini dipublikasi,Negative
kalo DCA di BBRI aman gak koh??,kalo dca di bbri aman gak koh,Negative
Bang lu kuliah jurusan apa ?,bang lu kuliah jurusan apa,Negative
"Aku sih setuju dengan bro Timo kalau mau liat opportunity di pasar saham dalam jangka pendek kita harus punya informasi org dalam , sampai skarang aku cuman make dua hal buat invest di saham yaitu jangka panjang atau berdasarkan informasi. Gw kenal beberapa trader trkenal indonesia mereka bs dapat huge money itu berdasarkan informasi bahkan kalau kalian lacak histori pekerjaan orang-orang ini sebelum menjadi trader sebagian dari mereka adalah pegawai sekuritas atau broker dimana mreka di sana sudah membangun banyak koneksi dan pertemanan. Insider trading mungkin sebuah kecurangan tapi ini bs jd big opportunity dipasar saham jd jgn capek buat bangun koneksi dan pertemanan di dunia saham suatu hari nanti mungkin aja kita bs collect informasi yg berharga.",aku sih setuju dengan bro timo kalau mau liat opportunity di pasar saham dalam jangka pendek kita harus punya informasi org dalam sampai skarang aku cuman make dua hal buat invest di saham yaitu jangka panjang atau berdasarkan informasi gw kenal beberapa trader trkenal indonesia mereka bs dapat huge money itu berdasarkan informasi bahkan kalau kalian lacak histori pekerjaan orang orang ini sebelum menjadi trader sebagian dari mereka adalah pegawai sekuritas atau broker dimana mreka di sana sudah membangun banyak koneksi dan pertemanan insider trading mungkin sebuah kecurangan tapi ini bs jd big opportunity dipasar saham jd jgn capek buat bangun koneksi dan pertemanan di dunia saham suatu hari nanti mungkin aja kita bs collect informasi yg berharga,Positive
"tapi ga semua bener, ngeliat dunia saham ga semudah nonton video 15 menit di atas. Perlu waktu yg ga sebentar dan bisa bertahun-tahun. Broker summary bisa di deteksi average bandar di harga berapa, walaupun ga selalu benar tapi bisa 90% benar. Misal saham krya di harga 100an ada cp beli sejumlah 1,sekian juta lot dan kemarin krya sudah di harga 520. saya trading di sana. Hanya distribusinya yg belum tau krya sudah distribusi atau belum karena di broker summary cp belum net sel, karena net sel banyak broker az ao dll bisa jadi ditukar ke sekuritas lain dan jual, tapi bisa saja belum. ada lagi sdpc bandar beli di harga berapa tidak terdeteksi karena bandar lokal perorangan main cepat, sekarang beli bbrapa hari jual. Saya ada sdpc buat story' ig tadi siang cuan sampe closing Ara, apakah saya jual? Belum ,saya jual besok karena pasti besok arb, kenapa bisa tahu arb? Karena ini saham udh naik dari 100an dan hari ini breakout dan Ara, dimana saham euforianya gede dan bandar sudah beli sekarang pasti besok dia jualan memanfaatkan ritel yg skrg belum beli dan terpancing dengan euforianya bandar. Hari ini 5 Desember 2022 sdcp closing 270 dan average saya di 245. Ada lagi saham yg sengaja dijual emiten karena perusahaan merugi, misal envy duck dll. Sebenarnya tetap broker sumary dan fundamental itu berpengaruh. Itmg equity 30t misal, dan pada saat covid turun ke 6000, harga saham akan mengikuti fundamental dengan catatan saham tersebut benar"" bagus dan perusahaan jelas. Sekarang harga itmg 40rban market cap sudah 45an kalau ga salah. Apakah waktunya beli? Apakah bagus jika saya nabung saham beli itmg? Jelas tidak, karena harga sekarang sudah diatasi equity 30t dan sudah naik dari harga low 5-6000an di 2020. Apakah masih berpotensi naik? Bisa iya bisa tidak. Jadi ketika anda beli di harga 40rb dan nanti turun ke 20rb dan anda menyalakan bandar berati anda bodoh. sebenarnya semua tergantung waktu dan harga saham tersebut, waktu yg tepat beli itmg  untuk investasi ya saat harganya masih di bawah 20rb, saya sendiri ga punya karena ga berani. Terus BBCA skrg di harga 10rban, jika anda beli untuk investasi apakah langkah tepat? Karena banyak influence yg bilang ath dan BBCA ga pernah turun. Kalau anda beli berarti bodoh juga, karena equity BBCA 300an t dan market cap skrg udh hampir 1100t. gaada bandar yg selamanya naikin saham, ada waktunya dia jualan dan Minggu kemarin ada asing jualan 600m BBCA Dan ada ritel"" yg beli , begitu saham turun seperti unvr misal, apakah salah bandar? Salah ritel yg jelas fomo . Lalu bagaimana cara investasi saham? Kalau saya biarkan uangnya di rdn dan nanti begitu nemu saham yg harganya murah dibawah harga bukunya baru beli, catatan untuk investasi juga ga sembarangan beli saham lapis 2 apalagi lapis 3. Misal sekarang beli lppf apakah tepat? Tidak juga. Biarkan uang di rdn dan nanti beli ketika ada saham yg murah dan bagus. Karena banyak kok yg berhasil investasi di saham, mereka yg benar"" inevest lkh ketika modal kecil jelas tidak ada informasi org dalam, Sandiaga Uno, Andhika Sutoro putra, kastomi asisten Andhika s putra. Mempelajari saham ga sesingkat video ini, saya sendiri perlu bertahun-tahun sebelum di tahun ke 3-4 paham.",tapi ga semua bener ngeliat dunia saham ga semudah nonton video 15 menit di atas perlu waktu yg ga sebentar dan bisa bertahun tahun broker summary bisa di deteksi average bandar di harga berapa walaupun ga selalu benar tapi bisa 90 benar misal saham krya di harga 100an ada cp beli sejumlah 1 sekian juta lot dan kemarin krya sudah di harga 520 saya trading di sana hanya distribusinya yg belum tau krya sudah distribusi atau belum karena di broker summary cp belum net sel karena net sel banyak broker az ao dll bisa jadi ditukar ke sekuritas lain dan jual tapi bisa saja belum ada lagi sdpc bandar beli di harga berapa tidak terdeteksi karena bandar lokal perorangan main cepat sekarang beli bbrapa hari jual saya ada sdpc buat story ig tadi siang cuan sampe closing ara apakah saya jual belum saya jual besok karena pasti besok arb kenapa bisa tahu arb karena ini saham udh naik dari 100an dan hari ini breakout dan ara dimana saham euforianya gede dan bandar sudah beli sekarang pasti besok dia jualan memanfaatkan ritel yg skrg belum beli dan terpancing dengan euforianya bandar hari ini 5 desember 2022 sdcp closing 270 dan average saya di 245 ada lagi saham yg sengaja dijual emiten karena perusahaan merugi misal envy duck dll sebenarnya tetap broker sumary dan fundamental itu berpengaruh itmg equity 30t misal dan pada saat covid turun ke 60 harga saham akan mengikuti fundamental dengan catatan saham tersebut benar bagus dan perusahaan jelas sekarang harga itmg 40rban market cap sudah 45an kalau ga salah apakah waktunya beli apakah bagus jika saya nabung saham beli itmg jelas tidak karena harga sekarang sudah diatasi equity 30t dan sudah naik dari harga low 5 60an di 2020 apakah masih berpotensi naik bisa iya bisa tidak jadi ketika anda beli di harga 40rb dan nanti turun ke 20rb dan anda menyalakan bandar berati anda bodoh sebenarnya semua tergantung waktu dan harga saham tersebut waktu yg tepat beli itmg untuk investasi ya saat harganya masih di bawah 20rb saya sendiri ga punya karena ga berani terus bbca skrg di harga 10rban jika anda beli untuk investasi apakah langkah tepat karena banyak influence yg bilang ath dan bbca ga pernah turun kalau anda beli berarti bodoh juga karena equity bbca 300an t dan market cap skrg udh hampir 1100t gaada bandar yg selamanya naikin saham ada waktunya dia jualan dan minggu kemarin ada asing jualan 600m bbca dan ada ritel yg beli begitu saham turun seperti unvr misal apakah salah bandar salah ritel yg jelas fomo lalu bagaimana cara investasi saham kalau saya biarkan uangnya di rdn dan nanti begitu nemu saham yg harganya murah dibawah harga bukunya baru beli catatan untuk investasi juga ga sembarangan beli saham lapis 2 apalagi lapis 3 misal sekarang beli lppf apakah tepat tidak juga biarkan uang di rdn dan nanti beli ketika ada saham yg murah dan bagus karena banyak kok yg berhasil investasi di saham mereka yg benar inevest lkh ketika modal kecil jelas tidak ada informasi org dalam sandiaga uno andhika sutoro putra kastomi asisten andhika s putra mempelajari saham ga sesingkat video ini saya sendiri perlu bertahun tahun sebelum di tahun ke 3 4 paham,Negative
"@turahturah5975 saya juga khawatir beli saham Bca, Apple (Nasdaq) yg pbv nya sudah sangat tinggi sekali. Apple itu Pbv nyaa kalo ga salah 40 dgn nilai market cap 2000 billion dollar, Tesla sekarang 9x meski saham sdh turun 70%.  Kemarin sempat beli Ace hardware di 408 yg sudah turun dari 900an diawal tahun 2022, trus naik jadi 500 saya jual langaung semua krn setelah saya cek nilai buku nya sebenarnya 313 rupiah per lembar saham. Ternyata harga Ace hardware juga tinggi sekali dulu sampai harga 1600 (pbv 5) saat diborong asing.  Tapi realitanya toko2 banyak yg sepi krn banyak orang beli printilan sdh via online spt tokopedia, shoppe.  Memang kalo mau aman beli saham yg nilainya murah tapi ada growth. Cuman yaa harus sabar.",saya juga khawatir beli saham bca apple nasdaq yg pbv nya sudah sangat tinggi sekali apple itu pbv nyaa kalo ga salah 40 dgn nilai market cap 20 billion dollar tesla sekarang 9x meski saham sdh turun 70 kemarin sempat beli ace hardware di 408 yg sudah turun dari 900an diawal tahun 2022 trus naik jadi 500 saya jual langaung semua krn setelah saya cek nilai buku nya sebenarnya 313 rupiah per lembar saham ternyata harga ace hardware juga tinggi sekali dulu sampai harga 1600 pbv 5 saat diborong asing tapi realitanya toko2 banyak yg sepi krn banyak orang beli printilan sdh via online spt tokopedia shoppe memang kalo mau aman beli saham yg nilainya murah tapi ada growth cuman yaa harus sabar,Negative
Riza 21 punya mirae sama simas,riza 21 punya mirae sama simas,Neutral
"@ahmadjuniar996 bener banget, kalau pbv udh banyak banget buat investasi tuh riskan. contoh ggrm pabrik rokok, perusahaan properti, unvr, pgas . liat aja semua tetep turun kan walaupun blue chip dan org"" mikir aman buat di beli. kalau yg invest dan ga cl udh mines banyak. intinya tetep liat nilai buku sih, bayangin punya duit 100jt atau 1m terus pengen invest beli lppf dulu di 10rban dan semept turun ke 1000an, atau beli itmg di 30k sempet turun ke 6k pasti cmn sia"" aja.",bener banget kalau pbv udh banyak banget buat investasi tuh riskan contoh ggrm pabrik rokok perusahaan properti unvr pgas liat aja semua tetep turun kan walaupun blue chip dan org mikir aman buat di beli kalau yg invest dan ga cl udh mines banyak intinya tetep liat nilai buku sih bayangin punya duit 100jt atau 1m terus pengen invest beli lppf dulu di 10rban dan semept turun ke 10an atau beli itmg di 30k sempet turun ke 6k pasti cmn sia aja,Negative
Cara terbaik membeli saham adalah dengan cara melihat masa depan,cara terbaik membeli saham adalah dengan cara melihat masa depan,Positive
"mulai 2015, ketolong pandemi di 2020 wakkwa",mulai 2015 ketolong pandemi di 2020 wakkwa,Neutral
"setelah lumayan lama masuk pasar saham, memang benar saham itu pasti ada bandarnya, dan kita diberi ilmu teknikal dan funda oleh orang terdahulu cara untuk in dan out saat membeli saham, dan sampai sekarang masih sangat banyak yang melalaikan itu, belinya ngawur, dah tau naik tinggi / hari pertama arb masih saja di beli dan berharap naik😅, jadi tinggal atur plan S dsn R bodo amat mau itu saham bagus atau jelek, kalau dah patah ya out, kalo masih naik ya hold dulu tunggu ada tanda patern bearish baru out.",setelah lumayan lama masuk pasar saham memang benar saham itu pasti ada bandarnya dan kita diberi ilmu teknikal dan funda oleh orang terdahulu cara untuk in dan out saat membeli saham dan sampai sekarang masih sangat banyak yang melalaikan itu belinya ngawur dah tau naik tinggi hari pertama arb masih saja di beli dan berharap naik jadi tinggal atur plan s dsn r bodo amat mau itu saham bagus atau jelek kalau dah patah ya out kalo masih naik ya hold dulu tunggu ada tanda patern bearish baru out,Negative
"dan 1 lagi, bandar saham bisa beli berita. bandar bisa bikin goodnews untuk jualan barangnya.",dan 1 lagi bandar saham bisa beli berita bandar bisa bikin goodnews untuk jualan barangnya,Neutral
"Jadi kesimpulannya dari koko ini itu pilihan terbaik buat beli saham itu berdasarkan fundamental, karna kalau trading tentu kalian bakal dimainin sama bandar, dan kalaupun berdasarkan fundamental itu hrus berhati2 karna org indonesia juga tingkat rasionalnya dlm membeli saham dibawah rata🤣",jadi kesimpulannya dari koko ini itu pilihan terbaik buat beli saham itu berdasarkan fundamental karna kalau trading tentu kalian bakal dimainin sama bandar dan kalaupun berdasarkan fundamental itu hrus berhati2 karna org indonesia juga tingkat rasionalnya dlm membeli saham dibawah rata,Positive
"Apakah Ini hanya berlaku untuk saham yg presiden direkturnya tdk berkompenten dan integritas,,?? Cb sprti Bbca yg mempunyai visi yg jelas sering bagi dividen Laba meningkat??",apakah ini hanya berlaku untuk saham yg presiden direkturnya tdk berkompenten dan integritas cb sprti bbca yg mempunyai visi yg jelas sering bagi dividen laba meningkat,Negative
Ini fikiran yg mengganggu gua beberapa bulan ini.,ini fikiran yg mengganggu gua beberapa bulan ini,Negative
"Mantap bro, satu yg gue tangkap dari Vidio ini, ""SAHAM BUKAN UNTUK SEMUA ORANG"" 😁😁",mantap bro satu yg gue tangkap dari vidio ini saham bukan untuk semua orang,Negative
Trimakasih Koh sdh berbagi ilmu. ❤❤,trimakasih koh sdh berbagi ilmu,Positive
"Beginilah anak muda, berani berbicara. Asal benar dan membantu banyak orang yang kurang paham",beginilah anak muda berani berbicara asal benar dan membantu banyak orang yang kurang paham,Negative
Ini apalagi,ini apalagi,Positive
​@ngichin3754 Lu yang apaan gajelasss,lu yang apaan gajelas,Negative
crypto ponzi bukan bang ? katanya ponzi bisa untung dari kerugian orang?,crypto ponzi bukan bang katanya ponzi bisa untung dari kerugian orang,Negative
Timothy  Agen crypto,timothy agen crypto,Neutral
"Di menit 11.15 ada pernyataan kita harus minta izin saat ingin membeli saham ke owner,  maksudnya apa ya ?? kenapa kalau tidak minta izin bisa di guyur ?? Thanks",di menit 11 15 ada pernyataan kita harus minta izin saat ingin membeli saham ke owner maksudnya apa ya kenapa kalau tidak minta izin bisa di guyur thanks,Neutral
Kalau belinya dalam jumlah besar dan tidak liquid. Apalagi saham tidur,kalau belinya dalam jumlah besar dan tidak liquid apalagi saham tidur,Negative
"@IWayanBudiarta baik terima kasih, tapi saya masih belum paham kenapa harus minta izin, bukan nya seharusnya mereka senang saham nya dibeli , maaf masih baru di dunia saham",baik terima kasih tapi saya masih belum paham kenapa harus minta izin bukan nya seharusnya mereka senang saham nya dibeli maaf masih baru di dunia saham,Negative
@sobrisobri4530 istilahnya kurang sopan gerakin harga di lapak orang pak. Seyogyanya memang harus minta ijin biar tdk diguyur.,istilahnya kurang sopan gerakin harga di lapak orang pak seyogyanya memang harus minta ijin biar tdk diguyur,Negative
"Dulu om ronald adalah fundamental garis keras , apa artinya sekarang udah ga lagi garis keras? Atau garis lunak maksudnya?",dulu om ronald adalah fundamental garis keras apa artinya sekarang udah ga lagi garis keras atau garis lunak maksudnya,Neutral
Gas koh... buat part 2 nya . Mantap 👍,gas koh buat part 2 nya mantap,Positive
"Unsymetric information. Gordon Gekko, Michael Douglass in Wall Street movie,"" no, no, no, no you don't understand. I wanna be surprised. Astonish me, pal. NEW INFO. I don't care where or how you get it, just get it"".",unsymetric information gordon gekko michael douglass in wall street movie no no no no you don t understand i wanna be surprised astonish me pal new info i don t care where or how you get it just get it,Neutral
"berawal dari pabrik perusahaan cangkang. menjual mimpi.. menjual  proyeksi bisnis.. belajar dari teori rasional, sehingga menjanjikan sebuah peluang. high risk - high return. yg kuat modal yg menang.",berawal dari pabrik perusahaan cangkang menjual mimpi menjual proyeksi bisnis belajar dari teori rasional sehingga menjanjikan sebuah peluang high risk high return yg kuat modal yg menang,Neutral
Yg kena pompom biasanya trader pemula yg di kepalanya fokus profit bukan risk yg di atur 🤭🤭 Dunia trading itu keras cuy Terima kasih atas video nya 🙏,yg kena pompom biasanya trader pemula yg di kepalanya fokus profit bukan risk yg di atur dunia trading itu keras cuy terima kasih atas video nya,Negative
Seru banget..makasih koh,seru banget makasih koh,Positive
Paling bener emang nabung BBRI da BBCA Yg terbaru lagi digoreng ada kepentingan contohnya SINI dan MINA,paling bener emang nabung bbri da bbca yg terbaru lagi digoreng ada kepentingan contohnya sini dan mina,Negative
Pengalaman pribadi anda dengan investasi barangkali menjadi 0.0001% dari seluruh kejadian di dunia saham tapi mungkin 80% cara kerja investasi menurut Anda.,pengalaman pribadi anda dengan investasi barangkali menjadi 0 01 dari seluruh kejadian di dunia saham tapi mungkin 80 cara kerja investasi menurut anda,Neutral
"sering dikerjai kek gitu, ternyata oh ternyata. sy pikir2 lg deh untuk trading saham. bisa2 uang tabungan sy ludes puol. tx bro.",sering dikerjai kek gitu ternyata oh ternyata sy pikir2 lg deh untuk trading saham bisa2 uang tabungan sy ludes puol tx bro,Positive
"Market forecaster will fill your ear, but never fill your pocket ~ Warren Buffet",market forecaster will fill your ear but never fill your pocket warren buffet,Neutral
"Without data, you just another person with opinion ~ Eckhart Tolle",without data you just another person with opinion eckhart tolle,Negative
"Saran download dulu video ini karena rawan di take down, tau sendiri lah speak up kebenaran di sosmed biasanya ada pihak yang di rugikan kaya videonya Bennix buka bukaan bongkar pasar modal banyak yang hilang videonya",saran download dulu video ini karena rawan di take down tau sendiri lah speak up kebenaran di sosmed biasanya ada pihak yang di rugikan kaya videonya bennix buka bukaan bongkar pasar modal banyak yang hilang videonya,Negative
keren lu timoty,keren lu timoty,Positive
"1000% true semua!!!! gw yg udh 10thn di dunia saham, sampe kapan pun gw gak akan pernah ngajak temen/sodara/siapapun untuk terjun ke dunia saham.",10 true semua gw yg udh 10thn di dunia saham sampe kapan pun gw gak akan pernah ngajak temen sodara siapapun untuk terjun ke dunia saham,Negative
Lu 10tahun beli saham gorengan mulu sih wkwk,lu 10tahun beli saham gorengan mulu sih wkwk,Negative
"@dwikiaditia4896 nah ini langsung keliatan alasan utama gw gak mau ngajak org lain terjun di saham karena sebagian besar yg terjun ke saham manusia2 tolol macem ni org yg cuma ikut2an karena FOMO doang, jd kalo dikasih pemahaman yg bener bebal terus wkakkaka.......",nah ini langsung keliatan alasan utama gw gak mau ngajak org lain terjun di saham karena sebagian besar yg terjun ke saham manusia2 tolol macem ni org yg cuma ikut2an karena fomo doang jd kalo dikasih pemahaman yg bener bebal terus wkakkaka,Negative
Mksutnya true 1000% apa,mksutnya true 10 apa,Neutral
Tp cuan kan?,tp cuan kan,Negative
​@dwikiaditia4896saham gorengan itu gimana bang mksudnya,gorengan itu gimana bang mksudnya,Negative
"This won't matter for you now (perhaps), please invest in teeth readjustment. You'll thank you're 22 year-old-self later. Btw, good content as always.",this won t matter for you now perhaps please invest in teeth readjustment you ll thank you re 22 year old self later btw good content as always,Positive
Ya semoga ga jd boomerang ya,ya semoga ga jd boomerang ya,Positive
"Wahhhhh  video paling the best,ko Timothy 🙏",wah video paling the best ko timothy,Positive
Thx infonya bro..,thx infonya bro,Positive
Terima kasih sharingnya Koh...boleh sharing cara ngajarin anak SMP mengenal saham ga koh? (soalnya Koh Ronald cerita sudah mengenal saham sejak SMP),terima kasih sharingnya koh boleh sharing cara ngajarin anak smp mengenal saham ga koh soalnya koh ronald cerita sudah mengenal saham sejak smp,Positive
Duit dari bapak 🤣🤣🤣,duit dari bapak,Neutral
Iya.daftar nya Aja mesti pake Ktp Dan npwp,iya daftar nya aja mesti pake ktp dan npwp,Neutral
Makanya ada yg bilang saham itu deket ma judi ..😄,makanya ada yg bilang saham itu deket ma judi,Neutral
Quality content 🔥,quality content,Negative
"Klo ga suka sama netizennya blok aja. Kelar. Saya begitu, Karena Saya ga butuh siapapun utk naikin harga saham dan pasti naik. Dan satu lagi, ga usa bahas2 emiten. Dengan begitu mustahil dibilang kita pom2.",klo ga suka sama netizennya blok aja kelar saya begitu karena saya ga butuh siapapun utk naikin harga saham dan pasti naik dan satu lagi ga usa bahas2 emiten dengan begitu mustahil dibilang kita pom2,Negative
kalo saham US gmna bro ?,kalo saham us gmna bro,Neutral
Waduuh.. masih megang barang yang kemaren masuk MSCI,waduuh masih megang barang yang kemaren masuk msci,Negative
part 2 ko,part 2 ko,Positive
"Curang Koh, Mulai di umur 15 Hahaa, Sampe umur 25 saya buta akan investasi, mulai di umur 25, Tetep bersyukur seenggaknya sudah mulai",curang koh mulai di umur 15 hahaa sampe umur 25 saya buta akan investasi mulai di umur 25 tetep bersyukur seenggaknya sudah mulai,Negative
"Jangan takut beli saham, kalo takut beli tanah kapling aja",jangan takut beli saham kalo takut beli tanah kapling aja,Neutral
Makasih banyak koh pencerahannya. Tolong di bantu koh untuk yg bru terjun di dunia saham. Solusinya gimna koh.,makasih banyak koh pencerahannya tolong di bantu koh untuk yg bru terjun di dunia saham solusinya gimna koh,Positive
"Gila lu sih keren bget bro👍 all support for you,saran gua,sekalian bikinin series aja nih bro🙏🏻",gila lu sih keren bget bro all support for you saran gua sekalian bikinin series aja nih bro,Positive
Bandar tetap kalah sama warren buffet 😂,bandar tetap kalah sama warren buffet,Negative
ini berlaku buat trader dan scalper doang ga sih? Kalau buat yang invest 10-20 tahun di emiten blue chip ga ngaruh kan ya?,ini berlaku buat trader dan scalper doang ga sih kalau buat yang invest 10 20 tahun di emiten blue chip ga ngaruh kan ya,Negative
